cantidad_leche_litros;temperatura_fermentacion;tiempo_fermentacion_horas;cantidad_cultivos_miligramos;tiempo_colado_horas;contenido_grasa_porcentaje;nivel_acidez_pH;cantidad_proteina_gramos;textura_puntuacion;sabor_puntuacion;nivel_calidad
56,25;35,39;6,67;50,64;2,51;6,61;4,03;6,03;8,7;8,36;5,7
77,19;40,74;7,66;35,74;2,31;4,4;4,44;5,96;5,11;8,09;4,89
22,83;40,91;8,57;33,4;1,32;5,79;4,3;5,49;4,26;5,48;4,16
29,02;39,32;7,32;48,36;1,99;3,14;4,41;6,43;5,01;1,96;3,72
25,62;40,51;9,51;36,39;1,48;5,28;4,34;5,64;7,28;3,22;4,33
73,88;44,69;7,48;62,22;2,84;7,71;4,29;8,14;2,32;1,55;3,55
38,73;37,62;8,3;41,73;2,04;8,12;4,15;7,62;2,49;2,66;3,69
92,71;35,62;6,75;65,1;3,16;4,82;4,27;4,9;4,03;9,78;4,83
60,81;36,46;9,41;51,07;3,13;3,94;4,35;5,41;5,72;4,69;4,23
80,71;42,08;9,3;34,05;3,3;5,3;4,17;6,41;5,62;8,0;5,09
99,76;36,27;7,25;49,99;3,65;8,47;4,28;7,19;8,0;6,36;5,48
98,97;44,47;6,97;56,96;2,01;7,13;4,07;5,77;6,57;9,26;5,42
60,08;41,9;8,49;38,69;3,93;8,41;4,03;8,21;8,92;9,71;6,48
81,43;41,95;5,8;51,01;3,18;8,71;4,23;6,04;5,95;1,46;3,85
53,46;39,03;8,82;44,98;2,23;4,68;4,02;6,59;5,34;6,33;4,69
95,01;43,16;7,83;59,02;2,1;3,77;4,13;5,24;4,44;4,63;3,9
66,28;43,36;11,89;53,12;2,94;8,03;4,18;6,5;8,18;7,5;5,57
84,01;43,56;9,23;50,23;3,75;7,14;4,14;6,13;2,13;1,5;3,06
93,37;44,6;7,4;42,21;1,59;4,7;4,08;4,07;1,22;5,0;3,11
55,88;43,6;7,29;29,94;2,92;5,2;4,02;6,47;8,56;6,6;5,37
65,48;39,78;10,88;55,11;3,55;9,75;4,48;7,77;6,09;6,37;5,2
36,58;41,35;9,82;44,31;2,59;5,54;4,08;4,63;2,31;9,41;4,34
76,29;43,13;6,64;35,19;3,29;8,15;4,24;4,34;3,14;4,82;3,61
64,17;40,74;7,95;45,77;2,66;7,94;4,25;7,66;6,27;2,08;4,35
71,96;44,55;10,15;58,54;2,87;6,6;4,22;6,39;2,82;7,56;4,47
74,42;41,13;6,25;67,54;4,83;6,48;4,1;4,0;3,01;6,1;3,71
22,6;39,35;8,7;44,58;1,27;7,04;4,44;7,13;8,47;2,53;4,74
91,66;44,4;7,18;36,51;2,12;6,15;4,5;4,11;5,12;4,32;3,79
77,65;44,96;10,68;52,16;3,71;5,65;4,29;6,99;1,93;5,29;3,95
55,02;42,07;10,87;71,75;2,91;6,29;4,01;5,69;6,25;1,79;3,81
73,32;38,65;7,43;51,13;2,26;6,78;4,08;5,59;7,38;5,86;4,86
50,77;40,6;5,37;56,07;3,66;5,5;4,32;6,14;3,64;8,37;4,74
20,42;38,09;4,68;61,85;1,65;3,55;4,03;4,95;5,26;7,85;4,63
20,43;35,37;9,0;39,01;2,78;6,86;4,18;5,05;3,83;4,67;3,82
90,21;36,9;9,99;33,65;1,69;9,13;4,21;5,42;7,68;7,96;5,38
36,01;37,44;6,29;43,57;4,46;7,88;4,16;5,73;8,02;5,28;4,94
26,59;35,15;8,21;46,81;0,65;5,98;4,1;4,94;3,09;7,03;4,09
38,93;36,68;5,74;48,53;4,27;3,95;4,41;5,76;9,16;6,76;5,39
78,99;35,15;8,93;26,13;1,6;9,5;4,34;7,47;2,62;5,73;4,35
41,58;39,05;7,1;44,88;1,43;5,47;4,07;6,93;5,81;5,36;4,68
97,11;36,64;8,99;48,56;3,53;7,0;4,27;6,19;3,73;2,91;3,7
61,94;44,61;10,71;52,16;1,51;4,07;4,38;5,13;6,32;3,12;3,98
22,31;38,48;7,37;46,52;3,5;9,04;4,29;4,81;7,39;5,4;4,7
58,28;37,46;7,66;53,57;1,1;4,37;4,34;6,16;1,1;2,78;3,09
76,2;35,94;7,07;61,84;1,91;6,44;4,26;7,79;8,62;6,77;5,76
26,05;39,77;8,13;35,18;2,25;8,14;4,43;5,81;9,26;2,4;4,63
46,59;42,45;11,22;43,82;4,33;9,2;4,07;4,81;2,18;7,64;4,06
59,42;42,69;8,86;74,19;2,05;7,41;4,07;5,63;9,26;2,92;4,66
78,59;37,99;7,71;40,38;4,66;6,38;4,28;5,67;2,82;8,87;4,6
58,28;42,56;10,79;42,61;2,0;3,86;4,13;7,18;5,26;4,16;4,36
45,67;42,73;9,85;53,42;2,31;5,42;4,24;5,44;4,78;2,9;3,72
28,28;39,32;8,25;45,13;2,26;5,28;4,42;7,7;6,64;2,85;4,52
47,85;41,59;10,99;42,99;2,27;6,27;4,2;7,41;1,96;1,58;3,3
24,26;39,75;9,96;54,31;3,2;6,43;4,28;6,4;7,66;7,16;5,37
37,12;42,94;5,41;59,92;2,89;4,43;4,45;5,28;3,61;4,08;3,65
86,59;41,12;8,72;44,79;3,26;6,31;4,36;6,95;4,82;2,79;4,03
62,25;42,83;6,47;44,28;3,97;9,68;4,32;4,59;6,19;8,8;5,11
52,05;36,57;9,44;50,55;3,86;8,84;4,35;7,48;6,17;3,88;4,67
31,35;39,31;7,81;44,49;1,57;4,75;4,31;4,9;5,66;8,46;4,9
62,22;35,56;10,56;53,35;0,45;8,58;4,03;6,19;8,79;2,12;4,54
94,06;43,25;7,47;48,48;3,87;6,73;4,4;5,42;3,73;4,9;3,92
43,22;42,9;6,41;34,64;3,16;8,55;4,42;5,79;7,99;1,85;4,27
59,34;38,36;6,01;46,12;2,83;8,1;4,19;6,66;8,03;3,65;4,81
34,79;41,35;9,47;56,0;3,84;3,71;4,3;6,0;1,6;9,4;4,47
29,65;36,63;6,15;43,32;2,44;6,4;4,34;6,06;5,85;3,06;4,11
39,94;40,58;6,41;53,39;4,07;9,83;4,28;4,63;2,94;1,34;2,97
51,5;42,82;7,42;51,67;1,91;8,37;4,22;6,07;8,14;7,49;5,49
59,17;41,42;10,41;40,69;3,35;7,37;4,28;5,78;5,12;7,5;4,82
91,83;38,2;6,09;39,93;3,5;6,08;4,27;5,68;2,69;8,01;4,39
22,88;36,39;8,32;51,91;2,82;7,35;4,04;6,53;1,63;4,22;3,57
22,01;39,35;8,0;45,1;2,44;9,75;4,42;6,26;4,37;4,91;4,28
64,65;43,89;9,69;45,75;2,49;4,43;4,08;3,75;1,33;6,25;3,31
24,13;41,04;8,27;53,6;3,48;8,22;4,5;6,83;9,0;1,44;4,58
79,08;42,56;8,41;68,3;1,97;6,14;4,37;4,43;4,89;8,04;4,58
88,65;39,86;5,91;56,71;2,65;3,14;4,48;6,82;1,79;1,51;3,05
27,62;44,61;11,19;49,85;3,54;7,68;4,05;7,34;8,06;9,76;6,14
91,81;39,14;8,07;28,87;3,66;4,66;4,32;5,51;5,47;3,34;3,95
58,41;42,12;10,32;53,59;2,78;5,2;4,2;5,76;9,68;2,69;4,71
64,97;37,73;7,02;41,6;2,86;4,36;4,49;6,54;1,11;5,43;3,67
48,45;36,72;11,67;49,63;3,8;8,08;4,43;6,15;5,22;6,48;4,71
70,91;39,59;3,86;47,04;2,17;4,41;4,11;4,86;9,38;6,12;5,12
94,93;38,4;8,62;33,57;3,06;3,14;4,12;5,18;7,94;4,89;4,63
86,67;43,88;7,22;60,96;1,8;7,63;4,26;6,35;7,02;3,11;4,44
85,15;38,75;6,48;49,74;4,43;8,73;4,36;5,88;3,81;6,55;4,41
21,66;39,99;12,36;55,62;3,71;5,14;4,39;7,25;1,78;2,25;3,34
80,59;35,32;6,05;64,78;1,7;5,17;4,04;7,37;7,7;4,62;4,99
75,2;36,2;7,96;44,05;3,5;5,87;4,26;8,38;6,65;3,17;4,75
99,5;36,0;9,61;41,22;2,95;9,92;4,24;5,44;4,06;9,14;4,91
28,79;40,61;9,42;52,27;4,24;9,72;4,24;5,52;9,89;7,0;5,66
54,84;36,84;7,72;38,32;1,84;6,5;4,26;5,43;6,48;2,98;4,1
52,75;44,07;8,37;68,68;-0,07;3,17;4,13;6,53;8,03;6,72;5,29
66,77;43,54;9,61;49,79;4,06;7,77;4,32;6,74;3,57;6,43;4,5
71,19;44,15;7,03;49,53;1,48;4,3;4,49;7,29;8,06;5,62;5,24
75,36;44,67;7,51;54,98;1,99;3,39;4,2;5,37;3,87;5,72;4,04
80,78;44,44;7,7;38,93;2,24;6,26;4,08;4,59;8,7;6,75;5,09
60,34;37,5;9,45;48,47;2,9;8,19;4,07;6,55;8,13;8,1;5,67
54,44;42,05;7,11;43,0;3,02;7,17;4,34;5,69;9,71;9,55;6,13
54,25;44,74;7,9;51,94;3,93;3,79;4,14;8,02;8,34;2,41;4,8
40,88;39,86;4,98;41,72;2,0;6,21;4,07;8,01;9,28;8,23;6,18
95,34;38,57;13,32;45,45;3,86;8,83;4,12;7,06;2,31;5,08;4,03
77,28;44,97;8,66;46,47;2,89;9,75;4,06;6,82;3,23;5,51;4,26
44,52;38,96;5,16;45,53;4,16;5,36;4,28;5,86;4,23;3,94;3,91
80,08;43,93;3,23;34,37;4,58;9,2;4,44;5,27;2,26;8,98;4,46
74,78;36,03;5,46;38,36;2,35;4,8;4,39;6,95;8,4;5,64;5,28
92,56;44,43;10,42;68,82;2,69;3,86;4,29;7,31;5,66;4,45;4,56
38,22;38,27;6,13;58,07;2,31;9,85;4,18;6,82;8,61;4,11;5,08
38,61;44,33;6,54;67,29;4,27;8,29;4,13;6,88;9,86;4,64;5,41
54,55;38,68;8,62;53,94;4,28;3,21;4,2;6,56;4,48;1,36;3,52
62,88;41,24;4,34;57,56;3,11;8,18;4,48;6,82;6,0;7,15;5,12
96,16;40,65;7,62;51,41;4,01;6,94;4,4;3,68;8,28;9,82;5,47
42,67;43,22;5,32;60,41;3,27;5,23;4,44;5,61;9,41;7,71;5,62
84,63;39,5;6,87;68,51;2,2;8,16;4,37;7,11;6,83;1,09;4,16
97,15;42,86;9,22;34,44;5,51;6,51;4,41;6,88;7,51;5,08;5,0
30,66;43,13;8,45;39,75;3,63;9,17;4,29;2,49;5,85;4,5;3,75
80,7;37,29;9,15;40,77;3,93;4,69;4,14;5,91;7,54;8,07;5,37
92,16;36,09;4,46;74,42;1,39;5,49;4,16;5,24;4,5;4,79;3,99
65,13;44,83;9,01;46,07;3,11;3,52;4,47;4,1;9,74;4,44;4,69
69,86;38,59;6,0;58,19;4,35;4,21;4,31;7,2;1,06;4,41;3,62
50,24;42,94;8,8;58,27;4,1;8,67;4,24;5,17;4,02;6,14;4,23
44,0;43,33;8,4;55,26;3,31;8,06;4,01;7,2;3,1;9,66;5,1
43,22;38,86;10,61;64,92;2,43;7,74;4,04;5,41;5,55;4,61;4,22
80,21;43,15;5,74;56,8;1,64;8,78;4,12;5,44;1,27;1,86;2,85
91,75;37,41;7,25;34,78;3,79;7,73;4,1;6,35;9,69;3,0;4,92
25,68;39,47;7,97;50,43;2,86;5,45;4,05;6,11;6,3;9,38;5,42
64,13;42,71;6,33;59,09;3,08;9,71;4,24;6,79;5,54;4,28;4,5
73,29;35,19;8,25;49,77;4,29;6,18;4,27;6,06;1,29;9,31;4,45
83,45;38,24;7,12;49,76;2,83;4,66;4,41;5,76;6,78;7,56;5,09
55,23;43,69;13,37;48,63;3,17;9,57;4,43;6,06;9,09;3,88;4,97
98,07;43,51;9,75;49,87;3,49;9,07;4,1;4,75;8,84;3,4;4,54
70,69;39,42;10,13;58,95;3,4;6,18;4,07;7,44;7,61;5,57;5,2
28,5;38,32;6,66;56,55;1,16;7,71;4,45;6,52;5,43;3,28;4,17
49,72;38,92;8,44;37,19;2,95;6,8;4,03;5,8;3,94;4,23;3,88
94,99;41,64;10,6;40,22;3,46;4,63;4,07;6,09;4,61;1,95;3,58
72,35;37,58;8,26;63,98;3,59;4,72;4,43;5,99;1,51;2,51;3,07
48,41;36,34;8,8;72,86;2,45;7,62;4,32;6,83;6,06;7,11;5,15
40,76;40,64;6,96;46,21;1,39;4,13;4,29;6,55;9,66;4,35;5,19
94,49;37,59;6,42;44,06;3,58;7,83;4,02;7,78;2,5;7,65;4,69
82,5;35,5;8,06;70,47;2,6;4,77;4,26;5,52;7,23;7,55;5,15
26,7;36,23;8,66;52,97;2,68;7,32;4,14;6,43;3,57;3,07;3,73
82,2;38,73;5,6;54,22;3,92;3,14;4,14;5,06;5,95;8,4;4,91
31,55;43,69;9,74;35,42;4,13;9,32;4,09;6,43;9,34;1,94;4,69
82,74;43,87;10,51;38,68;2,08;4,77;4,12;5,09;8,33;1,04;3,95
72,4;40,52;8,77;66,74;2,55;5,74;4,07;4,48;7,04;3,59;4,09
57,88;41,29;9,05;53,43;3,85;7,05;4,11;5,34;4,56;6,71;4,43
51,59;36,61;9,02;46,9;4,48;6,92;4,07;5,69;8,33;1,97;4,29
45,74;40,83;9,15;45,89;2,27;9,17;4,11;4,84;1,79;4,34;3,34
45,28;38,93;8,35;37,81;4,71;8,87;4,22;5,01;8,22;3,27;4,46
68,67;40,85;12,28;49,08;3,7;6,89;4,31;5,33;5,29;7,9;4,84
48,27;35,16;11,62;44,75;5,21;7,74;4,38;6,64;5,43;4,92;4,54
59,02;38,44;10,58;34,65;1,9;3,13;4,06;4,83;5,16;8,37;4,69
66,41;42,01;7,53;59,85;1,81;5,41;4,06;6,06;9,73;2,75;4,77
48,81;37,71;7,3;74,02;1,91;6,19;4,37;5,44;6,56;7,15;4,94
30,64;39,34;10,75;49,52;2,81;9,08;4,44;6,88;2,37;2,12;3,43
82,65;44,1;3,71;58,77;4,93;4,99;4,1;6,88;8,19;3,84;4,84
44,48;35,23;5,92;45,98;3,14;6,1;4,1;5,48;2,5;8,92;4,46
83,67;43,43;8,68;62,46;2,59;7,59;4,18;3,72;6,8;3,93;4,02
83,15;37,93;8,68;49,75;2,88;3,3;4,08;7,34;3,5;5,37;4,26
38,1;38,72;9,84;39,17;2,76;4,31;4,03;7,57;4,26;7,92;4,98
42,09;44,48;5,12;51,86;3,59;5,36;4,08;6,36;2,73;7,88;4,46
92,91;42,02;9,53;55,38;3,27;3,18;4,34;4,61;3,73;5,09;3,74
26,83;37,52;7,53;49,44;3,2;9,32;4,16;5,91;4,3;9,58;5,12
20,03;40,39;5,77;60,96;0,47;4,72;4,23;5,8;7,82;8,56;5,52
29,52;38,36;11,67;59,44;4,44;4,8;4,46;6,06;1,4;6,02;3,76
92,42;40,79;11,38;43,41;1,73;9,44;4,09;7,52;3,41;6,24;4,58
63,15;39,25;7,66;47,07;2,68;6,82;4,38;6,08;4,58;1,62;3,58
35,3;43,51;9,13;34,25;3,64;9,25;4,4;5,16;3,63;8,4;4,6
59,7;37,6;9,49;55,94;2,5;4,5;4,25;5,11;4,21;8,77;4,7
56,54;44,39;8,41;54,37;4,04;7,55;4,35;5,39;6,93;7,73;5,15
89,7;40,8;9,88;52,38;1,92;4,98;4,4;4,22;4,4;7,66;4,34
65,68;42,76;8,67;33,15;4,2;6,37;4,15;7,89;5,72;5,12;4,84
65,91;39,9;9,34;36,89;2,46;8,46;4,21;6,54;3,58;8,34;4,84
35,63;37,96;9,29;51,4;2,57;7,16;4,02;6,23;9,29;1,65;4,52
22,69;39,21;4,0;40,94;0,22;7,32;4,29;4,93;5,04;4,57;4,05
69,17;36,6;6,1;57,61;2,07;9,15;4,25;5,2;1,58;2,84;3,1
98,02;38,94;9,69;58,96;3,5;8,54;4,4;6,49;9,93;9,95;6,42
46,24;42,15;4,49;63,81;5,2;9,13;4,38;5,57;6,5;2,26;4,03
48,92;40,86;5,4;55,51;1,97;8,48;4,47;6,25;2,04;6,05;4,0
26,36;43,72;9,29;57,47;1,95;8,84;4,19;6,3;9,19;8,0;5,85
52,2;36,01;10,1;58,7;2,8;3,89;4,46;5,67;9,83;8,83;5,91
72,07;41,83;10,66;50,06;1,53;9,07;4,12;6,12;8,84;8,08;5,75
38,75;42,46;8,52;55,7;1,54;3,2;4,26;6,19;9,17;1,31;4,39
30,16;40,93;7,77;54,17;3,31;7,34;4,18;6,48;2,01;1,93;3,21
68,67;39,57;8,67;49,75;3,83;8,0;4,3;5,75;5,62;6,75;4,78
42,77;37,7;8,44;47,79;2,66;4,7;4,26;6,16;9,12;8,17;5,78
20,07;41,39;8,03;43,07;4,14;5,71;4,28;4,49;8,01;8,53;5,32
41,93;38,42;9,68;46,93;4,12;3,2;4,39;6,04;3,4;4,74;3,88
86,6;43,28;5,44;58,83;2,37;9,52;4,14;6,48;3,49;7,81;4,71
27,41;42,95;2,55;52,37;1,31;8,6;4,22;6,73;1,08;5,87;3,89
71,68;36,72;8,4;50,96;2,27;6,85;4,45;6,38;2,15;6,74;4,16
68,33;44,47;9,12;28,02;3,55;8,25;4,01;4,23;8,89;5,04;4,74
91,5;42,67;7,87;45,01;2,63;8,93;4,03;5,04;7,53;5,68;4,77
42,09;41,95;6,94;39,46;3,52;4,43;4,44;5,73;9,99;10,0;6,2
71,96;39,72;6,74;55,56;1,66;3,4;4,26;3,39;1,21;3,93;2,77
54,4;37,02;12,2;60,37;4,17;9,23;4,02;6,01;4,53;7,91;4,82
94,17;36,03;8,25;57,6;1,06;9,75;4,36;6,7;9,21;8,68;6,1
85,99;44,89;7,24;51,83;3,53;4,18;4,13;4,06;9,99;7,16;5,29
22,13;44,9;6,42;58,69;4,89;7,75;4,01;5,26;5,78;8,36;4,98
92,25;37,04;9,65;43,3;1,68;6,7;4,46;7,44;3,94;3,64;4,11
49,55;42,5;5,74;43,99;2,94;7,54;4,05;5,94;4,38;4,48;4,06
40,44;37,16;6,54;37,1;3,48;6,85;4,29;5,23;3,91;6,07;4,18
82,52;40,19;8,97;53,23;1,62;4,65;4,17;4,51;6,41;1,64;3,58
39,33;37,67;5,04;53,16;1,07;4,27;4,03;8,21;5,29;8,18;5,37
67,22;39,83;6,93;64,26;1,73;9,95;4,29;7,51;5,52;4,28;4,66
89,88;38,33;13,59;48,53;2,07;4,84;4,15;6,39;3,22;4,87;3,96
36,98;39,88;7,89;54,5;3,04;8,29;4,17;5,87;3,48;2,75;3,56
90,67;42,99;8,48;36,49;2,71;4,29;4,2;7,38;6,03;1,58;4,06
46,42;41,36;8,19;40,69;3,16;9,0;4,25;6,18;9,84;8,81;6,14
32,68;42,91;9,18;55,44;4,43;9,58;4,27;5,03;7,02;8,64;5,32
63,0;44,67;7,03;54,65;2,66;8,34;4,47;6,96;6,38;2,01;4,2
39,45;38,78;6,76;45,68;1,79;8,42;4,41;6,52;7,33;1,9;4,3
45,67;43,77;7,5;46,12;3,41;7,43;4,47;6,51;1,04;9,2;4,46
44,78;37,85;10,78;39,49;2,35;4,66;4,46;4,86;7,75;6,76;4,94
56,19;44,75;6,39;47,4;3,57;4,66;4,4;5,24;4,39;6,19;4,24
75,92;43,19;7,66;68,29;1,63;8,77;4,34;4,5;2,51;3,15;3,2
78,38;41,59;4,76;49,72;3,06;4,72;4,23;5,53;4,52;9,33;4,96
45,8;44,51;6,06;44,13;3,99;7,03;4,42;3,69;9,7;2,11;4,22
86,39;42,47;5,75;39,78;3,64;6,79;4,38;5,09;3,39;7,77;4,37
40,45;42,02;4,57;51,12;3,47;6,08;4,38;6,03;3,84;2,27;3,53
25,82;35,3;8,95;38,47;2,81;6,43;4,12;6,28;2,75;6,29;4,16
50,65;36,84;10,72;38,57;2,06;7,32;4,21;7,46;1,08;4,45;3,73
83,81;43,37;2,63;62,34;3,61;4,91;4,46;5,63;5,98;1,96;3,78
38,89;44,91;12,85;68,94;4,09;5,43;4,01;7,05;3,56;4,6;4,09
78,86;35,65;5,45;51,96;3,65;9,41;4,09;6,37;1,26;4,03;3,48
71,37;40,41;10,77;60,84;3,56;9,85;4,42;5,19;7,58;9,45;5,62
29,6;43,9;5,9;19,56;2,89;6,11;4,16;5,38;6,33;7,36;4,91
39,54;42,23;7,37;37,03;3,38;7,65;4,3;5,58;6,43;1,71;3,9
24,25;38,7;8,54;48,5;2,78;7,8;4,26;6,34;5,2;9,36;5,33
24,66;37,87;5,05;50,1;4,06;5,48;4,19;7,93;2,49;6,9;4,55
38,6;38,86;8,16;54,53;4,46;5,23;4,27;6,75;6,32;8,91;5,49
80,21;44,29;3,32;50,5;2,78;3,98;4,29;5,39;3,12;5,1;3,8
91,03;40,65;9,18;62,81;2,89;3,26;4,43;5,96;4,28;6,39;4,37
83,3;36,62;8,97;48,8;2,5;8,48;4,27;6,96;7,77;6,82;5,47
60,9;44,59;7,08;17,03;1,95;3,0;4,14;6,51;9,18;5,22;5,21
47,5;44,9;7,68;64,15;2,47;7,39;4,17;6,63;6,68;8,82;5,55
24,75;42,34;7,82;57,96;1,4;3,7;4,5;6,37;6,64;2,35;4,11
80,93;44,58;5,85;44,84;2,68;4,57;4,4;5,2;9,31;5,09;4,99
64,92;38,41;8,54;44,09;1,97;3,07;4,22;5,58;9,41;2,73;4,59
47,26;37,33;7,61;49,42;3,49;3,4;4,38;4,45;8,75;5,6;4,81
74,19;40,0;7,38;29,95;4,05;3,44;4,26;5,62;8,48;1,26;4,13
82,83;35,27;4,4;68,83;2,52;9,36;4,07;6,49;7,4;9,52;5,82
31,03;44,28;5,53;34,32;4,81;4,63;4,03;7,37;7,03;7,95;5,51
70,94;39,77;7,98;44,31;4,27;6,7;4,02;5,69;5,34;8,06;4,9
44,62;40,77;8,96;58,32;3,03;9,56;4,35;6,07;7,47;5,41;4,97
51,37;36,0;10,29;51,27;3,12;7,96;4,46;6,08;8,1;1,28;4,22
61,4;37,74;5,18;56,32;1,95;8,63;4,46;6,16;7,28;5,02;4,83
39,46;36,9;4,5;52,59;1,37;4,26;4,29;6,18;3,81;9,3;4,94
51,15;37,82;6,12;52,55;2,49;5,96;4,22;6,61;3,04;6,85;4,4
83,41;42,87;7,81;48,35;4,39;8,96;4,38;6,32;4,43;8,69;5,05
78,84;36,16;8,51;46,7;3,82;9,72;4,09;4,56;7,41;3,49;4,24
92,08;39,98;7,72;46,87;4,2;6,09;4,4;5,9;5,56;5,48;4,49
77,63;37,74;8,2;53,63;2,67;8,54;4,44;5,56;1,7;8,46;4,29
56,91;35,87;6,6;52,53;2,5;4,0;4,1;4,79;3,43;9,52;4,59
90,63;41,06;9,57;62,22;5,13;5,27;4,06;4,53;1,91;8,83;4,11
45,31;37,0;9,21;57,65;1,96;7,93;4,16;6,59;8,03;5,8;5,21
51,08;41,54;9,62;43,65;4,35;8,29;4,16;4,44;9,03;7,88;5,41
24,21;42,22;10,56;53,41;2,01;4,46;4,14;6,55;9,89;2,78;4,9
56,0;41,72;10,78;65,14;2,23;7,5;4,31;6,14;5,63;1,24;3,75
68,89;35,42;6,71;44,36;2,61;8,99;4,15;6,24;5,61;6,2;4,76
68,21;39,54;9,31;44,31;3,5;9,17;4,44;7,38;4,01;2,28;3,89
24,42;44,5;5,05;64,63;2,29;4,42;4,06;5,16;8,59;2,28;4,25
73,8;43,79;8,12;42,3;4,43;5,38;4,28;5,61;1,87;3,73;3,35
64,5;43,68;8,26;54,92;3,31;3,95;4,13;6,17;6,06;7,45;4,98
89,62;41,7;7,11;49,48;2,68;6,64;4,3;4,8;8,24;5,76;4,89
38,89;40,64;9,94;70,49;2,53;8,03;4,28;6,0;5,51;5,48;4,55
25,22;42,42;7,53;41,32;3,4;8,6;4,42;5,02;3,97;1,93;3,33
24,13;40,12;6,31;44,94;4,19;7,82;4,05;7,19;3,16;1,99;3,57
72,39;42,52;4,95;33,79;2,38;6,7;4,25;6,91;2,68;9,15;4,87
80,08;37,05;5,44;50,34;1,72;4,65;4,32;5,34;9,41;5,09;5,06
88,12;36,17;7,84;44,12;3,35;7,6;4,04;6,45;8,99;1,84;4,56
72,89;42,02;8,1;38,14;4,35;7,54;4,06;6,87;6,74;3,76;4,58
39,43;36,47;6,97;56,9;2,76;3,32;4,33;7,56;6,42;1,69;4,19
51,23;41,67;8,77;41,0;1,98;4,08;4,33;5,69;7,01;4,19;4,45
87,97;40,68;5,05;50,27;3,56;4,58;4,43;7,21;2,8;6,95;4,46
21,08;38,7;6,75;41,16;3,13;7,75;4,47;4,87;1,8;4,31;3,32
89,53;41,31;7,3;53,52;3,55;3,33;4,37;4,85;2,06;4,21;3,28
49,97;40,89;5,2;49,17;2,4;3,69;4,18;5,59;6,27;7,37;4,9
54,66;40,43;12,66;69,58;3,92;8,85;4,41;6,22;8,94;2,7;4,73
23,06;37,91;9,79;57,21;5,14;6,18;4,43;7,02;2,87;6,71;4,42
62,98;40,98;6,16;48,47;3,0;7,5;4,24;8,74;8,28;5,86;5,71
49,55;43,44;6,54;40,68;2,23;8,09;4,21;6,64;9,32;8,14;5,96
82,12;41,59;9,5;63,68;3,58;4,74;4,12;7,65;3,35;2,17;3,69
57,17;36,77;5,22;53,53;3,68;9,3;4,15;7,05;6,69;6,93;5,29
21,99;35,86;6,74;43,12;2,84;9,3;4,43;4,04;2,86;2,86;3,11
24,72;37,37;8,02;58,74;1,89;6,01;4,04;6,15;6,83;2,78;4,22
85,47;44,4;9,08;64,84;2,11;6,04;4,37;6,02;8,72;6,74;5,4
66,16;41,91;5,63;45,54;3,07;7,69;4,38;6,24;3,96;6,79;4,54
21,04;44,3;7,38;47,4;2,85;9,01;4,39;5,04;8,52;1,71;4,22
88,11;42,65;8,17;43,49;4,88;4,55;4,39;4,78;2,61;3,12;3,18
33,02;37,01;13,65;58,98;2,54;9,24;4,19;6,61;1,29;7,37;4,22
62,05;36,78;11,58;34,03;1,88;3,07;4,46;5,52;1,18;6,88;3,75
84,8;35,94;6,41;49,79;2,18;4,76;4,44;6,89;7,42;8,66;5,66
80,15;38,08;9,44;49,9;0,72;5,17;4,21;6,03;8,73;5,95;5,23
80,17;38,62;6,29;45,17;3,2;4,13;4,03;5,73;6,16;8,53;5,11
52,37;42,65;5,81;44,1;0,64;7,76;4,41;5,72;3,91;5,52;4,16
21,02;44,83;5,72;67,48;3,31;8,38;4,39;6,34;9,17;5,88;5,43
67,58;43,66;7,57;49,69;3,39;3,06;4,42;6,79;5,96;3,91;4,37
74,11;39,27;7,44;42,21;3,07;6,11;4,21;5,93;3,12;9,53;4,82
67,92;44,16;8,14;45,98;3,03;8,01;4,19;6,23;7,14;5,71;4,95
43,98;41,28;5,99;48,11;2,22;5,89;4,25;7,3;1,45;7,05;4,27
38,65;36,07;7,52;64,36;3,6;8,46;4,24;4,8;3,94;2,74;3,45
26,91;43,87;6,6;37,69;3,94;8,13;4,01;5,51;2,23;8,55;4,36
28,84;37,04;6,63;14,17;3,97;3,81;4,19;5,93;3,36;4,28;3,77
77,16;37,74;7,27;46,83;3,76;9,31;4,17;7,33;4,24;1,17;3,71
55,72;41,65;10,91;42,87;3,71;7,8;4,07;5,27;3,33;8,88;4,61
66,34;40,67;7,45;46,29;3,16;4,16;4,05;6,29;7,31;3,46;4,45
68,52;42,3;7,27;59,59;1,49;3,49;4,39;7,22;2,94;1,6;3,4
45,88;40,11;11,68;67,48;2,21;8,38;4,28;6,01;9,78;1,4;4,6
89,94;44,54;7,86;56,38;2,76;9,21;4,03;6,13;2,11;6,55;4,09
43,35;39,85;12,77;52,43;1,29;9,07;4,07;6,34;4,33;2,39;3,75
56,94;42,21;8,75;50,94;2,6;5,05;4,38;5,42;7,54;8,77;5,43
25,86;42,8;8,49;38,87;2,29;8,24;4,4;4,1;2,67;3,6;3,22
27,58;41,29;6,62;35,88;2,69;5,38;4,5;6,64;1,34;1,81;3,03
63,77;44,89;5,52;44,13;2,97;4,92;4,24;4,97;9,38;4,29;4,81
86,41;37,03;11,27;50,22;3,04;7,25;4,23;6,66;8,39;4,82;5,11
81,41;35,55;10,55;60,75;3,02;8,03;4,46;4,1;3,4;3,31;3,29
